0,0,Early transient
0.5,53.38581288,Early transient
1.25,78.35880135,Early transient
1.75,48.44187559,Early transient
2.5,36.32141518,Early transient
3.5,21.60702079,Early transient
4.5,1.253004344,Early transient
5.5,11.91814954,Early transient
0,0,Early persistent
0.5,67.26863796,Early persistent
1.25,61.8732222,Early persistent
1.75,79.89515115,Early persistent
2.5,97.92645146,Early persistent
3.5,99.69791184,Early persistent
4.5,94.31131618,Early persistent
5.5,80.24712796,Early persistent
0,0,Late
0.5,6.314634738,Late
1.25,4.172179224,Late
1.75,6.576481224,Late
2.5,32.85098454,Late
3.5,71.49814778,Late
4.5,100.3847765,Late
5.5,67.66636899,Late
0,0,Never or infrequent
0.5,7.182035677,Never or infrequent
1.25,0.05071553,Never or infrequent
1.75,3.105499327,Never or infrequent
2.5,5.735540561,Never or infrequent
3.5,6.856519151,Never or infrequent
4.5,5.591111552,Never or infrequent
5.5,7.362571939,Never or infrequent
