0.5,56.1728395,Severe-Frequent
1.5,85.1851852,Severe-Frequent
3.5,82.0987654,Severe-Frequent
4.8,90.7407407,Severe-Frequent
6.8,92.5925926,Severe-Frequent
8.6,85.1851852,Severe-Frequent
10.8,85.1851852,Severe-Frequent
11.8,76.5432099,Severe-Frequent
14,73.4567901,Severe-Frequent
0.5,44.7842806,Moderate-Frequent
1.5,85.9810176,Moderate-Frequent
3.5,88.4816288,Moderate-Frequent
4.8,97.7394474,Moderate-Frequent
6.8,85.5564694,Moderate-Frequent
8.6,82.5801863,Moderate-Frequent
10.8,68.5656494,Moderate-Frequent
11.8,71.6819667,Moderate-Frequent
14,55.8247572,Moderate-Frequent
0.5,40.3726708,Moderate-Declining
1.5,64.5962733,Moderate-Declining
3.5,72.6708075,Moderate-Declining
4.8,48.447205,Moderate-Declining
6.8,18.6335404,Moderate-Declining
8.6,11.1801242,Moderate-Declining
10.8,9.3167702,Moderate-Declining
11.8,13.0434783,Moderate-Declining
14,6.8322981,Moderate-Declining
0.5,20.8588957,Mild-Intermittent
1.5,25.7668712,Mild-Intermittent
3.5,19.6319018,Mild-Intermittent
4.8,38.0368098,Mild-Intermittent
6.8,42.9447853,Mild-Intermittent
8.6,52.7607362,Mild-Intermittent
10.8,42.9447853,Mild-Intermittent
11.8,50.3067485,Mild-Intermittent
14,29.4478528,Mild-Intermittent
0.5,12.8098807,Unaffected/Rare
1.5,11.4971839,Unaffected/Rare
3.5,2.7872633,Unaffected/Rare
4.8,1.9335669,Unaffected/Rare
6.8,0.643044,Unaffected/Rare
8.6,2.9269591,Unaffected/Rare
10.8,0.2926959,Unaffected/Rare
11.8,3.2529159,Unaffected/Rare
14,0.01,Unaffected/Rare
